Date,open,high,low,close,volume,adjclose
2015-01-02,51.78742432476913,51.98143005371094,51.60554715111846,51.98143005371094,949439,51.98143005371094
2015-01-05,51.957165279188736,52.2845478052792,51.84197194465373,52.10873031616211,1351651,52.10873031616211
2015-01-06,51.593407670932876,52.01779540378653,51.45396651876881,51.71466064453125,2477275,51.71466064453125
2015-01-07,51.72073266705127,51.82986175478956,51.25996850805809,51.59947967529297,2127190,51.59947967529297
2015-01-08,51.86017079001602,51.926859233982995,51.61160054384902,51.769229888916016,1997761,51.769229888916016
2015-01-09,52.36337334922003,52.42399751371528,51.91473313956828,52.16330337524414,2647416,52.16330337524414
2015-01-12,51.9511170836739,52.260311528989405,51.82986408646078,51.92686462402344,1329585,51.92686462402344
2015-01-13,51.53884313523581,51.79347763515547,51.53278350939303,51.71466064453125,1841433,51.71466064453125
2015-01-14,51.641913146843976,51.65404170079205,50.732513427734375,50.732513427734375,4248481,50.732513427734375
2015-01-15,50.37480582379339,50.77494572694507,50.25355285785962,50.62944030761719,3671533,50.62944030761719
2015-01-16,50.4051298830685,50.98108742129698,50.2535648022565,50.665828704833984,2690154,50.665828704833984
2015-01-19,50.9386508281729,51.1872211148517,50.30206906724228,50.38088607788086,2515332,50.38088607788086
2015-01-20,50.39905718935504,50.829504511551235,50.34449265828483,50.623374938964844,2414127,50.623374938964844
2015-01-21,50.86589704961015,51.332725524902344,50.805272873922185,51.332725524902344,2420834,51.332725524902344
2015-01-22,51.66616167563552,51.805602831282336,51.508532340968735,51.67222595214844,2084315,51.67222595214844
2015-01-23,52.10874633762715,52.27849960327148,52.023869704804994,52.278499603271484,2140195,52.278499603271484
2015-01-27,52.351254442004496,53.13940592981653,52.30881844914247,53.12727737426758,2770732,53.12727737426758
2015-01-28,52.96962307648736,53.33338656135409,52.62405241638154,53.16969299316406,2075650,53.16969299316406
2015-01-29,52.969642901205326,53.982112112326746,52.90901873138304,53.81235885620117,3370837,53.81235885620117
2015-01-30,54.206424913589416,54.56412422442934,54.15792465209962,54.15792465209961,14169348,54.15792465209961
2015-02-02,54.13972754088816,54.503486417827965,54.048786659023676,54.37010955810547,2145318,54.37010955810547
2015-02-03,54.53381114580929,54.97032279227884,53.87904135084555,54.8066291809082,3430360,54.8066291809082
2015-02-04,55.5462602498391,55.74026588917782,54.691425372090286,55.043060302734375,3432166,55.043060302734375
2015-02-05,55.32802075021535,56.55874331750937,55.12188650925848,56.5466194152832,4524529,56.5466194152832
2015-02-06,56.84975611880033,56.964944820183916,56.17073386158291,56.37080383300781,4105866,56.37080383300781
2015-02-09,56.231356391834446,56.52842685222416,55.837280769603304,56.34048080444336,2857655,56.34048080444336
2015-02-10,56.29804723940728,56.32229969353745,55.79484253246555,56.13435363769531,2156241,56.13435363769531
2015-02-11,56.382922369716866,56.382922369716866,55.53414695423201,55.691776275634766,2828941,55.691776275634766
2015-02-12,55.64327019506473,55.64327019506473,55.085505677792106,55.27950668334961,4786087,55.27950668334961
2015-02-13,55.68571887059246,56.740623906009745,55.43108437558621,56.4738655090332,3515916,56.4738655090332
2015-02-16,56.504191183345135,56.9407029149988,55.87973334808247,56.667884826660156,2907971,56.667884826660156
2015-02-17,55.97416372657796,56.51922683088382,55.68924588833409,55.744991302490234,12418689,55.744991302490234
2015-02-18,56.12901182035974,56.234307126550114,55.67685775465182,56.184757232666016,2630013,56.184757232666016
2015-02-19,56.401538062433126,56.59354685266536,56.08564742238733,56.451087951660156,1999472,56.451087951660156
2015-02-20,56.45728000978329,56.661675072005906,55.738785279782945,55.87505340576172,1542448,55.87505340576172
2015-02-23,56.05469256377687,56.30244681954316,55.85029268962887,55.99894714355469,1754129,55.99894714355469
2015-02-24,56.05468859506531,56.48826088754164,55.81932064340202,56.389156341552734,2157809,56.389156341552734
2015-02-25,56.48824379195748,56.62450715639316,56.08563971331206,56.283843994140625,1592051,56.283843994140625
2015-02-26,56.32100899173129,56.33339527485198,55.88124605373044,56.005123138427734,2128938,56.005123138427734
2015-02-27,56.27765884304174,57.16957582017365,55.93080012919542,56.934207916259766,7409937,56.934207916259766
2015-03-02,56.92182063191482,57.67127870023953,56.75458441995502,57.324424743652344,2130106,57.324424743652344
2015-03-03,57.39874820648112,57.90045685117711,56.568767400758034,56.934207916259766,2663772,56.934207916259766
2015-03-04,57.10763067707841,57.12001695918151,56.067054699015344,56.444881439208984,1830215,56.444881439208984
2015-03-05,56.36438203961249,56.47586811757893,56.02371878471064,56.4387092590332,1687516,56.4387092590332
2015-03-06,56.35817931393992,56.79175153767309,56.023711620482565,56.42012023925781,1263953,56.42012023925781
2015-03-09,55.94938080392498,56.41082332604882,55.92460348516223,56.06706237792969,1377237,56.06706237792969
2015-03-10,56.178558312517794,56.50683524805542,55.943190391864796,56.16617202758789,1933147,56.16617202758789
2015-03-11,55.744980989832506,56.21571678817877,55.49722680685986,56.06706237792969,1898428,56.06706237792969
2015-03-12,55.83789185394343,56.9775677851634,55.83789185394343,56.87227249145508,1966227,56.87227249145508
2015-03-13,56.98376130381756,57.14480201100166,56.438703007052055,56.56258010864258,1755490,56.56258010864258
2015-03-16,56.364377263491285,57.02712191228113,56.20952731909804,56.853694915771484,1814882,56.853694915771484
2015-03-17,57.35539373310665,58.011942805138524,57.23770740578042,57.85709762573242,2773915,57.85709762573242
2015-03-18,57.67128717815297,57.90665511253074,57.256296721578835,57.84471893310547,3200946,57.84471893310547
2015-03-19,58.09867133484059,59.33744724294134,58.09867133484059,59.21976089477539,5135625,59.21976089477539
2015-03-20,58.96580175672194,59.83294617968337,58.81095657454906,59.65951919555664,5602495,59.65951919555664
2015-03-23,59.65952602802202,59.888698444256136,59.10207665672873,59.13924026489258,2148648,59.13924026489258
2015-03-24,59.139230343692674,59.31265731858689,58.86669884659916,58.897666931152344,1728933,58.897666931152344
2015-03-25,58.96579982717945,59.3745994567871,58.91005917430578,59.37459945678711,2459137,59.37459945678711
2015-03-26,58.89768300143894,58.90387852050549,58.12344741821288,58.12344741821289,3587132,58.12344741821289
2015-03-27,58.09866447387242,58.693277409681706,57.92523273145049,58.43313217163086,7619755,58.43313217163086
2015-03-30,58.08009442291226,58.21016231709117,57.547417554273025,57.665103912353516,2197553,57.665103912353516
2015-03-31,57.97478729782412,58.433136884781355,57.85091018676758,57.85091018676758,2242100,57.85091018676758
2015-04-01,57.47926067338977,57.84470112367772,57.3491880850137,57.80134201049805,2237986,57.80134201049805
2015-04-02,57.912853186538214,58.60037521595027,57.8075578759372,58.47030258178711,2216801,58.47030258178711
2015-04-07,58.872894339144,59.33123909452696,58.083170174061685,58.352603912353516,3112971,58.352603912353516
2015-04-08,58.40835125897278,58.63752839545459,58.055301780208154,58.222537994384766,1718655,58.222537994384766
2015-04-09,58.22255533681974,58.5818004401704,58.04293278514441,58.12964630126953,1591248,58.12964630126953
2015-04-10,58.22254064788138,58.392869877446806,57.863295635164484,58.30305862426758,1260213,58.30305862426758
2015-04-13,58.36499614203873,58.69946381494529,58.2535053340153,58.28447341918945,1098362,58.28447341918945
2015-04-14,57.912849109053816,58.26589862576051,57.85710369833734,58.09866714477539,2040939,58.09866714477539
2015-04-15,58.09247064595681,58.111052449215315,57.212939876994575,57.25629425048828,3315916,57.25629425048828
2015-04-16,57.906660065747495,57.906660065747495,57.429733388952755,57.60935592651367,1994590,57.60935592651367
2015-04-17,57.609356424272114,57.67748812852221,56.9218343604497,57.0333251953125,2103024,57.0333251953125
2015-04-20,56.6121266686372,56.72361747885907,56.37675876411232,56.56876754760742,2247349,56.56876754760742
2015-04-21,57.08286777377418,57.13241766585981,56.71123645638556,56.84749984741211,2513493,56.84749984741211
2015-04-22,56.82272689115405,56.97757684866875,56.18475950973397,56.4387092590332,2356933,56.4387092590332
2015-04-23,56.5192177706185,56.60593126168377,56.05467747828301,56.190940856933594,2354448,56.190940856933594
2015-04-24,56.56876117093711,57.107633359598836,56.488243206740194,57.045692443847656,5636739,57.045692443847656
2015-04-27,57.31203169623976,57.442104300974535,56.9342049165954,57.429718017578125,1867077,57.429718017578125
2015-04-28,57.44832147045168,57.578389373045326,57.287280720948054,57.343021392822266,1928189,57.343021392822266
2015-04-29,57.18196739483991,57.52263062259883,56.09804153442383,56.09804153442383,2663435,56.09804153442383
2015-04-30,55.57774644739522,55.61491005107358,54.68582946144244,55.045074462890625,3951691,55.045074462890625
2015-05-01,54.75395698731883,55.34237433259425,54.66104798518829,55.0760383605957,2327562,55.0760383605957
2015-05-04,54.08502864425131,54.75087109412836,53.97973333607198,54.51240539550781,3019775,54.51240539550781
2015-05-05,54.51240539550781,54.51240539550781,54.51240539550781,54.51240539550781,0,54.51240539550781
2015-05-06,52.796689853967614,53.26742565896254,51.396873474121094,51.396873474121094,7237279,51.396873474121094
2015-05-07,50.356304689439625,51.79948026444028,50.170486664411726,51.477394104003906,6304381,51.477394104003906
2015-05-08,51.842847638180196,52.40649262134905,51.18629837036133,51.18629837036133,3205428,51.18629837036133
2015-05-11,51.749937166688966,51.83665543182086,50.610260944248495,50.89518356323242,2882418,50.89518356323242
2015-05-12,50.89517125189114,51.52075225614586,50.66599410828687,51.33493423461914,3111821,51.33493423461914
2015-05-13,51.74373435214639,52.146333734227255,51.471202835152155,52.016265869140625,3056334,52.016265869140625
2015-05-14,51.9357404485312,52.15252654731791,51.43403656303366,51.79328155517578,3796619,51.79328155517578
2015-05-15,52.493202209472656,52.52417030203854,52.04104810311833,52.493202209472656,3820204,52.493202209472656
2015-05-18,52.54893180712206,52.567513607300576,51.40925598144531,51.40925598144531,3337301,51.40925598144531
2015-05-19,51.44024234150528,51.917169003272036,50.95092464225247,51.31636047363281,3105625,51.31636047363281
2015-05-20,51.13053976441109,51.619857392752905,51.006662665655334,51.09337615966797,2543185,51.09337615966797
2015-05-21,50.91374793214394,51.818055877715786,50.91374793214394,51.7561149597168,2889228,51.7561149597168
2015-05-22,51.960520969076455,51.960520969076455,51.27299902763724,51.477394104003906,1801985,51.477394104003906
2015-05-25,51.53315038105224,52.177318086630905,51.33494602960457,52.028663635253906,1497762,52.028663635253906
2015-05-26,52.02864787470453,52.49318814337382,51.948125154212306,52.42505645751953,2448977,52.42505645751953
2015-05-27,52.23923779557515,52.524155570063215,51.929542703284994,52.10916519165039,2235413,52.10916519165039
2015-05-28,52.257827353436824,52.298088719155395,51.54863057056217,51.71895980834961,2645842,51.71895980834961
2015-05-29,52.01007505669978,53.15594188414467,51.824257016673535,52.703792572021484,9148534,52.703792572021484
2015-06-01,52.54894371933989,52.648048259812285,51.74993088170036,52.32596206665039,2115325,52.32596206665039
2015-06-02,52.72236352584271,52.72236352584271,51.40925598144531,51.40925598144531,2626561,51.40925598144531
2015-06-03,51.09956009811605,51.204860131593406,50.517338286880424,50.523529052734375,3746197,50.523529052734375
2015-06-04,50.48018733507269,51.093382133869355,49.84221521316214,49.88557434082031,3795236,49.88557434082031
2015-06-05,49.78645829137226,50.05279426083358,49.42101780352799,49.730712890625,2906801,49.730712890625
2015-06-09,49.73691455361367,50.31294568135055,49.427219428248506,49.439605712890625,2823264,49.439605712890625
2015-06-10,49.46438560993004,49.6749762156358,49.04939516558002,49.49535369873047,2251304,49.49535369873047
2015-06-11,49.73692026924361,50.4739921866864,49.73692026924361,50.424442291259766,2587719,50.424442291259766
2015-06-12,50.48018437354516,50.76510219239909,50.18287551827895,50.43062973022461,1838138,50.43062973022461
